CityID,CityName,Population,Area,CulturalSites
151,chURQl,35986,1213.25,2
152,SmvNTg,2625583,906.52,3
153,wnBZ,1889796,3986.48,2
154,zVgk,271536,544.23,6
155,GjpuHh,50265,626.16,7
156,DjDmuB,3807346,3869.1,2
157,fDCKg,1808013,1482.85,6
158,AZodqZ,3946537,1608.43,2
159,JFZfy,2452277,826.47,4
160,RvQsV,2937419,4778.97,3
161,QPBLR,1887989,1926.93,2
162,dTjZz,4859480,1057.83,7
163,iOPFAZ,1123972,4269.48,3
164,sIpKqN,2755090,517.74,5
165,UIbkF,1083122,350.58,7
166,YYHrm,1849100,3356.92,2
167,bdrCwN,4611110,4583.42,3
168,tRxpGk,3391044,594.69,5
169,xfAd,70817,3616.36,4
170,LsLWF,1264840,3306.17,3
171,uaNKYD,4704486,4922.87,2
172,UkzOE,2496318,4567.32,3
173,rKouri,2841653,1401.92,7
174,FFPs,1619595,984.35,5
175,ZCqRQ,1663587,2012.51,4
176,LOZr,1608304,2994.12,5
177,zoCTxp,3549654,359.76,6
178,MuVZMO,3050131,3788.17,7
179,Vvmlqb,110617,4438.66,3
180,Rygq,3012880,405.75,6
181,aejI,552997,4340.27,2
182,WURPok,3436266,3735.76,2
183,OUEi,4553262,517.41,7
184,RdrP,4131406,1477.67,3
185,EoMD,4206925,609.75,6
186,uUKai,2882865,3826.72,4
187,hHUawm,2244346,873.35,6
188,iNQOBU,1554892,4229.69,5
189,NbRqWL,4700115,1768.44,2
190,KClMU,521198,4585.71,6
191,TEWOel,741464,3078.09,4
192,MoUKaG,47500,2949.15,3
193,kpwbm,2092032,241.95,3
194,KwLEp,2444311,254.59,6
195,EZgfXO,2835203,621.61,4
196,MJWJLp,1128521,2945.37,4
197,eiJBH,1598552,400.79,3
198,PTKY,3838026,2080.72,5
199,eQlcIp,1255940,2845.85,2
200,IpwO,548724,3332.68,3
201,NtszOy,4083375,2800.04,2
202,oihfhZ,3047438,1613.15,3
203,qqKKq,3363812,2877.73,7
204,HVWjV,177372,901.9,7
205,RcTme,88325,3399.12,5
206,OfAJ,4053093,2093.6,3
207,jAFLDE,2129317,1748.87,2
208,mNPyK,4865930,4208.69,2
209,FcwYs,1647621,3948.88,7
210,cypIA,4774208,215.98,2
211,gLQai,1811249,248.59,7
212,AObRMX,3273104,1218.03,3
213,qMOO,2118504,1751.72,7
214,JsJA,2943999,1025.38,4
215,zqfpt,2275577,1215.78,6
216,TYMxqx,404230,2562.13,2
217,TMWNg,549793,3444.16,6
218,zRiWe,1696155,3141.16,5
219,fiLzr,224767,2498.51,4
220,Ixjwh,3101068,367.53,6
221,BKhTiC,3836708,3883.03,3
222,trtGx,4824445,3729.16,5
223,ZairK,2133146,3046.03,7
224,vEdvVj,2920740,1685.76,4
225,AblrRk,275078,4464.9,3
226,MKAGFB,2253253,1147.13,5
227,dWRB,1387652,3101.53,7
228,zgaeyF,890373,1408.57,2
229,LbLgr,958432,1648.41,7
230,pCEUB,2396039,3626.74,5
231,EoFLkw,1663838,3219.35,2
232,WgIp,2225472,1352.86,6
233,REZiJ,3891891,953.29,2
234,TEVdjH,3537443,754.88,5
235,prUFd,4737505,318.32,7
236,yBTRfJ,3563258,2661.37,3
237,GyLwu,4344956,4629.82,6
238,RgWpgN,4825945,2309.74,7
239,QQBfy,1195628,3113.31,3
240,bCrgdx,4055861,1552.85,4
241,UTaEn,2053156,3254.53,6
242,MFRqLC,522176,1397.54,6
243,bkCop,572413,802.4,5
244,DTTLxE,965138,487.07,5
245,EwrKX,678544,4273.32,6
246,fPrb,4984635,3299.52,2
247,BkfyZY,1722848,4033.05,2
248,tSWzMY,2667594,1941.42,2
249,OEUTHC,2074004,1326.88,6
250,tOLSEQ,2349788,2423.26,5
251,uqLU,2220298,4084.82,2
252,FscZgL,4647737,1026.76,6
253,jAGQu,3918012,1436.26,3
254,sKhA,3508155,4610.35,3
255,VgGrj,2890900,2236.86,6
256,GUyUkG,3984825,3575.64,5
257,lhUirw,16427,1917.0,5
258,BNmE,4225685,2113.75,4
259,vMiZuS,1372936,1104.56,5
260,MwBebs,3387294,3038.11,5
261,xfvO,2211738,4476.12,3
262,dJPO,4577682,3982.94,6
263,Envk,4922859,2222.64,5
264,ovhj,384997,513.0,7
265,BpJBa,3166947,1262.86,2
266,UnCwdH,2420208,1398.06,5
267,midfs,2420037,3058.17,7
268,AYjF,1417689,1757.75,5
269,ZNFxn,1022639,2957.88,5
270,Fbea,696792,755.31,5
271,EkQvz,512484,1381.6,4
272,mJxjgS,845355,3553.69,2
273,BBwz,2734283,3251.06,3
274,WhYY,1531762,4159.92,4
275,xcKQN,2325159,1542.04,7
276,MIxo,2279713,3467.59,3
277,bIBdv,1244938,4671.87,7
278,uuHFxu,1876666,4873.24,3
279,qGMrIx,4848356,4974.06,4
280,PnIIO,2211761,3285.71,6
281,oLPiw,3033965,820.91,4
282,yxLBXz,2786334,4907.02,5
283,qSfA,911797,1953.05,7
284,hMbyb,2500717,2558.27,6
285,qHGl,689063,3266.41,4
286,tjJZD,1852350,1516.71,3
287,kWsrT,1145184,4612.54,7
288,ZJrKt,4515621,3784.71,2
289,LKMNFB,3802149,2771.28,5
290,oKPZ,4453554,2821.27,3
291,YqpqUL,2400344,1508.63,7
292,iBlJq,787195,3928.32,6
293,gBJJ,1876152,1981.05,3
294,ZDnF,2784793,3809.69,6
295,iqSkPM,1807374,3658.12,3
296,LYAht,296958,1917.54,3
297,NAPz,3025133,2914.98,6
298,EPJJwt,2530108,1376.34,4
299,tEHoPh,3562530,2651.53,3
300,ielvs,4506012,233.86,6
301,NopA,339631,1835.23,2
302,lzdbQ,2031659,578.42,3
303,BWbQ,754826,289.7,2
304,mkOD,4306364,3604.47,6
305,uZDrpo,2442593,304.82,3
306,GsWcW,4041686,1202.26,4
307,iZgEGN,1500574,2549.31,3
308,VRDPAg,737245,1093.74,7
309,sTEWBM,50367,4287.37,5
310,EwrtLK,1425826,1943.27,4
311,MFWn,4711537,2317.8,3
312,jtMeU,675115,2835.29,3
313,ERdbxq,1989150,1675.73,4
314,fceaFF,2956277,1098.08,7
315,agrvp,4934703,2609.46,4
316,gCRL,2714159,2058.95,2
317,uFDtOZ,4246848,1473.37,4
318,QFYxw,2109295,3053.91,4
319,gGLoXZ,3102633,4024.94,3
320,dchIod,1900998,1467.17,4
321,qmNQJ,4077598,3429.48,2
322,PZBoGz,1639620,4929.61,5
323,VWrKz,786149,4041.64,7
324,jgGIy,2649029,3546.1,6
325,scjMFM,4227665,3915.1,4
326,wunRf,590527,868.82,4
327,WSFmGK,604959,4208.33,3
328,vtlIX,462256,4389.83,4
329,PJsZae,1803772,3836.35,4
330,FhvQHv,2243414,826.9,5
331,KZdymi,4280143,3978.63,2
332,XXhS,1276690,496.38,5
333,ifroWp,2599641,712.48,7
334,IdiKSg,2175557,1093.18,2
335,crBwx,184077,3501.87,7
336,oJFp,345107,4972.99,5
337,ILLMCE,129745,2959.01,3
338,qthx,504184,1549.2,2
339,bCApq,4365683,622.1,2
340,chcg,3720767,1682.65,6
341,CYOt,30842,1220.91,7
342,CfwAft,2708308,3370.65,7
343,hriYie,4878159,2250.04,5
344,dQXM,2134271,4059.26,4
345,OfGidw,256262,4773.44,2
346,ONyQe,3480591,480.38,4
347,vNgntU,3966476,1613.7,7
348,RmpVA,1933241,4972.91,3
349,zHSO,1498252,3011.73,5
350,EYaqJo,2013361,3034.63,6
351,KtjATF,617287,4584.17,7
352,dVpS,808757,939.14,4
353,Viiw,3912089,1168.82,6
354,pUtA,2237731,4835.68,5
355,fkFwXf,3560999,1769.32,7
356,dhMW,638819,3464.57,3
357,CKZUm,966457,4778.16,6
358,oFNwAV,1760416,1092.38,4
359,PNwAK,1804020,3753.37,4
360,qxDK,4518637,376.27,3
361,pAFxQo,2352687,670.95,3
362,JDmUF,2392386,1803.41,6
363,LgJtb,821058,3727.93,3
364,BgVKmT,445085,3285.29,4
365,ECXl,3301742,3744.74,5
366,Fcdy,4318975,2999.64,3
367,YJpA,3087662,4475.1,3
368,ZzrmK,4014637,2844.28,2
369,kWmJw,3180560,320.01,5
370,EfQkts,3674351,1044.85,4
371,lhrbG,38030,1084.18,7
372,StinUn,4527787,325.66,6
373,HDTo,4548914,3888.2,6
374,fiDFLi,3259460,4630.34,7
375,KDpEH,2143995,3325.83,2
376,ttWYbn,4452808,1456.96,2
377,ZaOYAc,1644412,3107.59,3
378,Zfbo,2847361,3762.32,5
379,yKUJCH,4056794,749.48,6
380,WpGf,4347755,1320.23,4
381,MkuRKP,4423708,1365.94,2
382,avBUp,4895259,4571.36,6
383,yOMrG,2959535,670.86,4
384,AQefy,2669693,4016.62,6
385,MqMg,2857071,4517.44,2
386,TidFO,329350,2508.19,6
387,KZCQ,555568,3673.48,5
388,sxLQe,1890476,2186.72,5
389,cwtWtt,1692051,2366.51,6
390,qisL,3687715,4647.73,2
391,fOFJoM,384869,835.78,7
392,FXYPu,551039,2607.38,2
393,PqHxcA,2075130,3307.0,5
394,Cvzb,4013761,4295.72,3
395,jPmFF,2747874,4618.03,4
396,ZNoafP,2763593,1681.39,2
397,BIbNw,524981,1627.11,3
398,TEiD,3661925,787.02,4
399,hUSt,765472,2202.52,3
400,zEeWV,2633871,3406.8,5
401,zSsk,4609294,4931.71,2
402,crnBg,1260935,1290.68,7
403,eFaI,2692485,3149.33,2
404,UnFOer,2050129,2716.4,2
405,XedOba,1276036,4575.66,6
406,eJBo,4887190,212.42,5
407,rryv,2283777,4887.6,4
408,Krdt,2821528,564.03,2
409,DHxvaB,221029,1300.33,3
410,IrEFCA,453961,3260.66,6
411,GOLM,4710276,3220.55,5
412,HpXEp,642559,1433.39,4
413,CfRjjL,419658,1088.46,4
414,UDNYO,435242,4771.66,7
415,IFdXJ,3680888,2070.5,4
416,xffcXO,2031608,4432.67,3
417,yaCbpJ,1224373,2465.57,3
418,CUpu,1681288,4274.49,5
419,DodHIQ,4592900,760.85,2
420,gYCpz,3877914,3041.15,2
421,SAJW,1528928,3338.72,2
422,dKAK,1577683,2142.41,5
423,FWtv,4369317,1180.78,6
424,HxGj,523370,4328.96,4
425,Jgprou,13117,4035.51,6
426,qBzgIn,3031941,516.49,7
427,TMJHa,2819879,2095.63,5
428,PFmAdz,2026655,2685.98,2
429,cMyExk,610164,1480.09,3
430,wfgN,745689,2555.58,7
431,usGA,2272734,2886.34,5
432,dCTIlX,2980270,2980.73,4
433,rwHNz,4391751,1055.65,4
434,nWbMZA,4334262,4119.26,6
435,SMBhw,4668684,1981.42,4
436,VPCFD,2001915,3474.53,5
437,GZXWk,1889877,1668.9,4
438,VGVzP,3582956,1611.91,5
439,dCjPM,4825605,4041.76,7
440,YmTs,190920,2062.83,4
441,WbDHf,116503,1307.55,2
442,GETV,692250,3495.13,7
443,gVfay,3676720,4390.72,3
444,kNHGQ,4241600,3980.52,4
445,zvSEH,3013868,1234.64,3
446,sIRXOV,3443507,2769.21,3
447,riCz,573531,4770.93,5
448,QbZfL,3156889,3719.87,3
449,MglJ,2435780,3610.15,2
450,hsWNsl,1698261,3753.08,3
451,edsWDq,1493425,921.89,6
452,XBxkm,4385407,4303.48,5
453,etmgb,3759995,1420.93,2
454,pIvuKQ,4730964,994.67,6
455,NQau,2034663,1107.03,3
456,SxbY,2742535,2631.44,3
457,qRnm,13761,825.69,7
458,WMxk,3948748,3470.07,7
459,BBMYJn,4679265,3143.8,3
460,VVlcO,2879589,3359.71,2
461,stPx,2230939,562.64,7
462,EUbn,103246,3933.11,5
463,PRPA,2401740,1884.72,5
464,CEhV,3858221,2825.15,6
465,poEz,3186774,378.02,5
466,WwUncB,3011302,2244.23,3
467,oKMBk,3984387,1196.3,3
468,yTcez,2460207,1288.47,3
469,HAhJv,2936151,693.34,7
470,QqKYG,1413220,4860.51,4
471,qGGC,1989223,4564.89,7
472,zomw,3831514,1275.69,2
473,QoPHDe,2692839,4573.23,4
474,aMIkqZ,4825460,1199.08,7
475,XhPsUR,4100097,4683.14,3
476,SZBuH,3370315,2776.05,7
477,mNOrSK,625530,4608.48,6
478,wUda,858729,1810.32,4
479,JhoTm,2239988,2587.73,7
480,KFZxK,4064107,3128.66,5
481,xTkbR,946257,1774.92,5
482,oIwIu,3409049,4503.72,3
483,lAPR,4539810,1497.39,3
484,RyeW,1186933,4250.51,3
485,pAYivs,4455701,3183.29,7
486,mXrcY,2660875,4912.29,4
487,EOOU,4663031,1675.72,7
488,zycAG,4952759,2338.34,2
489,lTcw,856128,530.42,7
490,ihmGCq,215918,2331.4,6
491,ERPOp,3163064,4817.39,4
492,fyCjdA,1416133,2670.09,4
493,PlWOV,2261193,417.05,4
494,AjaUS,3653149,4357.25,7
495,vSvbsq,1795574,1899.61,7
496,OBKmbw,1076436,2039.21,5
497,CtOvl,3354952,1008.06,2
498,TzJA,4564509,4141.8,7
499,qRBv,4921554,3936.09,3
500,yoVrb,575813,3750.58,4
501,DhxwE,2774583,2077.22,7
502,rFFKI,2887204,3845.17,6
503,YEbK,441852,1189.58,7
504,uqZc,1088195,3368.67,6
505,xAcNe,1779174,2498.16,3
506,PeQeo,3380914,3995.74,4
507,CzvvM,3421831,2809.1,4
508,ptpcn,4378629,2981.97,6
509,PJSa,4452116,3532.43,5
510,EzUTIo,1371250,714.19,4
511,akFzj,1296322,2941.87,6
512,VWixAR,4656005,4886.75,6
513,sGIB,2873240,3299.72,6
514,pVjS,205213,4662.47,5
515,mrouLI,1979731,2221.62,6
516,KlJTRD,438498,1549.26,4
517,wMRDWn,4159981,4209.2,5
518,mdEqsi,3112595,477.72,7
519,pDrUnA,4134197,2109.62,7
520,usHWvj,3837265,4046.98,5
521,OvXDem,548127,3009.02,5
522,duoTIU,300492,1666.01,2
523,aIMDuS,3959171,2884.36,7
524,UloPf,88696,2571.5,4
525,zEBWVa,4553848,4389.86,2
526,CoKq,861518,4717.31,6
527,DOZSV,1417997,2212.98,2
528,vaQmUU,4316117,1534.52,7
529,ikrg,1111718,2104.6,4
530,zuBPq,461860,2213.51,3
531,iOJOmu,3821019,436.91,2
532,WJUP,235133,2956.03,3
533,gxduu,4203062,2618.68,4
534,iiUf,2718325,4154.04,4
535,YOlFx,2473258,3901.87,6
536,MecG,3175238,2608.15,2
537,kFZB,63187,1994.18,5
538,ytPez,3542366,494.39,6
539,ySXs,3746439,503.01,4
540,yWjXBi,2841636,4877.07,5
541,RkIA,111993,3642.26,7
542,Mesz,1815820,4283.39,5
543,PLIUwf,1085274,3694.17,6
544,nuaDIP,3893650,4139.59,4
545,sSGEco,1365179,3041.59,6
546,iIdwc,547279,1860.24,7
547,cvnmC,1391243,1802.75,6
548,OpYN,2900239,1912.3,2
549,GeaHWn,3296183,1945.9,4
550,IFNP,3078528,3035.61,2
551,nwpLSu,914991,1179.53,2
552,sZjLzA,1399525,645.91,7
553,ConsuO,122735,2702.06,6
554,gAKGCN,836861,1008.25,7
555,gDbipP,667984,2498.91,2
556,aLho,3908417,2102.91,6
557,MxzUuM,1378937,2175.4,3
558,whFJ,2751068,2954.01,7
559,pJMQNn,1987122,2331.64,6
560,UdLrK,4741233,2749.61,4
561,qolKPt,292743,4655.99,5
562,BLxmb,4241420,2609.77,4
563,XMXm,261856,1214.12,5
564,EmEbFn,3808806,1767.33,7
565,fLDN,56423,4110.78,4
566,hBAA,506361,3049.7,4
567,vHZc,66859,3311.82,3
568,yTdC,207650,3462.85,4
569,dhCeu,3786533,3281.74,6
570,MJLb,4812083,2318.36,7
571,jyLD,2087675,4849.63,5
572,UcpF,832376,216.18,4
573,OfLX,4349514,1900.91,2
574,zWmP,2839140,310.14,2
575,wTHDwK,1697293,1519.55,4
576,iPXP,3459210,2898.34,7
577,sXXvs,2038190,3218.6,7
578,ehQocR,3629478,1811.55,3
579,YPEJDS,4015858,381.28,4
580,UzrDbV,801610,1612.33,6
581,hayuPF,2591227,521.25,7
582,AdUBI,3116942,4022.48,3
583,vQGEP,1419475,1468.99,4
584,KBKMCY,2448413,1014.18,4
585,EhdI,3939808,727.92,5
586,qEFAm,2349176,2090.6,2
587,fAgrQ,633892,3673.11,4
588,Qeuno,3663290,2810.7,4
589,bqqQu,2435767,2996.96,2
590,iOnV,1259878,404.2,7
591,Kskb,3908940,4310.68,2
592,pqueHQ,2092439,3118.81,7
593,rpfgXq,863363,2513.35,4
594,VRsXKK,1788887,1564.99,6
595,GoHVn,4261397,2045.73,6
596,JwNG,1190698,1740.01,2
597,qKyfr,1797497,2514.98,2
598,ucCeTE,4528537,777.15,7
599,tXZSD,1509755,2159.24,7
600,fxyDyp,2377055,2846.44,7
601,sNhaY,1423648,174.71,7
602,zzBh,3700572,3645.0,2
603,rJoKe,343341,3518.55,5
604,gVYP,4553587,2041.45,2
605,sNlW,1512005,3972.57,6
606,IVMOE,810248,2715.07,6
607,mayM,1780160,1253.18,5
608,zFTDYS,3046238,3224.24,4
609,ynHn,1568682,1114.79,4
610,JzwN,2941107,1325.54,3
611,NOglAT,2430593,2583.42,2
612,kZld,2957869,1065.4,6
613,LpKY,4200605,859.2,5
614,WlaA,1425942,3262.48,2
615,orgE,401393,2658.0,6
616,zuaWLK,2911111,2790.09,3
617,dXxmzw,786820,2134.4,7
618,vQucU,2285018,2699.01,4
619,JzuJtk,1051438,2907.7,5
620,voWV,4971723,3677.97,6
621,ltDmZU,743100,4201.79,4
622,WTPIMJ,4468568,252.07,3
623,xzUQOb,3240966,1019.69,7
624,IsQmWu,1061470,1038.32,5
625,aVTl,2782530,996.75,4
626,SSfD,1315801,528.46,2
627,bDxF,2687410,235.79,5
628,ueAP,4725505,170.53,5
629,JQVID,1174365,2481.65,5
630,rsRc,1039641,2596.88,6
631,YIwAn,1764290,1052.55,2
632,zzHIBi,3844393,3081.72,2
633,LYEW,2610019,4548.99,2
634,nJql,919879,2609.67,4
635,CfzIq,3866484,2004.09,3
636,WyLk,1739586,2787.04,6
637,gEeq,1602128,2125.19,2
638,uHmaaF,1282035,2164.71,7
639,zzlm,2928813,4385.24,7
640,jYOxtb,4349704,2987.61,2
641,xAObI,2532668,4608.11,4
642,xvGoyj,4626118,2276.38,6
643,OdzB,3494590,908.14,7
644,bKgB,3562338,870.78,5
645,eoec,176718,4514.78,4
646,CVED,173077,3062.38,3
647,KaJLVH,2690091,521.01,3
648,sFjCn,3662071,2252.09,3
649,eFiyyq,3891722,1935.03,5
650,LqJDUf,3683325,3154.85,7
651,NcKch,347500,3359.17,2
652,EdIbvT,4914795,3635.26,4
653,mcuZW,1627824,740.16,7
654,nVQuKm,1398694,1671.01,5
655,Awqi,1988390,4492.77,6
656,gWvRH,1926662,1071.14,3
657,ahPjY,579320,2434.43,5
658,iEzJp,3506692,3096.49,5
659,hSShS,3279054,1996.73,5
660,OKNb,3778634,2694.34,2
661,MgTF,1957960,3911.61,6
662,yDZkf,1410614,2227.97,2
663,TsrExV,3663470,1791.15,2
664,cjCEh,1140580,3872.71,7
665,bexar,2073413,1144.67,5
666,yXSDtP,1912224,1285.96,7
667,lHLrPa,2561100,4202.6,6
668,boawAr,2727415,1823.7,5
669,Ckpt,4433209,2692.83,4
670,itFYPQ,1550325,4877.04,4
671,ZyXL,1747161,875.92,2
672,jTDZMN,1911452,2755.73,4
673,xquHu,4688446,3347.93,6
674,goRx,3007581,963.64,5
675,NbAGU,3078741,3177.3,5
676,QICTS,1965986,4853.31,4
677,DGHjjV,4422616,4458.84,4
678,qmuU,3423028,820.42,6
679,Qejmp,3364548,2347.99,5
680,gyGj,1661163,1679.62,5
681,ZSdD,1413755,1251.93,2
682,KjlEsM,2852780,2664.15,3
683,wACNh,2943928,3356.54,6
684,wCjCka,19550,1272.32,3
685,lJibt,4388097,553.5,6
686,CDvj,4043402,1184.25,3
687,RstY,1587636,1236.26,5
688,Iyyx,4846460,4586.55,3
689,TKdqS,1808096,4244.26,3
690,Sbfy,53053,3216.26,6
691,qZCAWI,4393039,408.11,7
692,zevPsx,2277826,1707.96,2
693,KmdH,2488517,3711.91,6
694,YFwwOu,628244,3863.01,6
695,SOqEc,350593,2585.85,5
696,NXwiK,2875396,1600.33,3
697,XohYHi,1179861,2685.6,2
698,ekrmp,1685940,2044.08,2
699,fqdxJ,1805949,3853.78,4
700,ZaoLl,1103725,2193.76,4
701,oawFT,2968468,3724.49,4
702,YSvf,3805716,1272.65,7
703,RQRTRe,1373128,3102.65,5
704,eSWdb,1251561,1061.35,7
705,mCHOog,3003250,732.28,7
706,EymGsS,1315472,330.38,2
707,QyceSw,1800182,1725.99,5
708,TeuwP,427809,382.93,4
709,xtTej,4871711,4730.06,2
710,cYoNV,4356616,844.14,6
711,kGKafM,2949629,2236.82,7
712,ZhxTm,52649,1590.71,7
713,FqZOfa,3074042,3328.37,4
714,WZjfL,695812,2192.78,5
715,jwdL,2940843,4010.87,2
716,WpkkZl,4226394,554.84,3
717,KmbuWp,120138,183.97,7
718,iDphB,585267,1967.72,3
719,KJCOPG,4529877,2862.75,3
720,XrZI,1249756,998.22,7
721,Udtf,4351893,4292.45,6
722,GJAm,3552851,2480.64,3
723,ouGiEL,1793193,4776.17,5
724,KfNPu,1762121,1838.84,3
725,HJxbb,1652167,4969.35,5
726,QAgQq,827647,2551.51,7
727,hQSX,567657,3571.0,7
728,XlfxKG,1569625,734.37,4
729,nXPj,888110,3166.94,4
730,DykFCy,2297295,4666.11,7
731,vNIuPI,3489454,2461.1,4
732,CuxOh,2285861,2531.57,6
733,XmCR,3877739,2890.47,6
734,CerSXx,3296954,914.06,7
735,cnskAQ,398285,589.49,3
736,nkzb,4095724,2007.88,2
737,Uvlx,1242797,1032.79,5
738,MaWv,303816,4696.84,3
739,tVxDw,4059660,1453.45,4
740,nfJBz,1323605,1697.71,6
741,jRQs,4237127,2247.61,6
742,UijIJ,4942623,680.59,4
743,BAVpfN,1000525,1705.54,4
744,ZOHPx,3988422,3660.11,3
745,VIEbU,2220913,439.64,2
746,vNXU,4795648,2988.31,3
747,coTqAk,1811528,2550.19,4
748,AEQBf,2321904,2428.09,6
749,fXoy,2155824,1086.68,4
750,hBTgZ,2948565,4802.64,7
751,yIka,3418144,700.91,5
752,qwwiAO,264414,3693.78,7
753,EoOUn,1395686,3158.64,5
754,oqCL,1682824,4861.57,6
