CityID,CityName,Population,Area,CulturalSites
137,FCQvR,1990083,2117.05,5
138,OcvR,3397347,1104.62,4
139,XYZSN,1747773,3816.7,5
140,BuXgO,2948377,419.28,7
141,qnOYN,4441555,3753.91,5
142,XDiuPR,2512203,1751.47,5
143,pLiQa,2263941,4740.95,2
144,mFoZG,3583967,4911.88,2
145,ULeFB,3515108,2297.63,5
146,ZLkTrx,3438524,2736.83,7
147,pswFU,1982883,3361.08,3
148,MFFI,3616266,4269.7,4
149,rbLu,3310509,2458.72,4
150,oZmfDv,444696,802.61,3
151,ljbpGp,1592241,4439.21,7
152,ccNox,911364,477.81,4
153,lWCz,4456267,3607.73,7
154,pUQJrE,2771300,477.31,7
155,FbndyM,2020424,372.79,3
156,KHPGdX,1513981,813.89,4
157,DOGQq,443626,1212.2,3
158,BKYTI,1012435,3184.57,5
159,fokRWm,2726435,4095.65,4
160,RelB,326654,1230.56,6
161,tQOQKB,3429514,1211.48,5
162,XUbl,1738783,4149.12,2
163,sObc,4045160,1139.63,6
164,nhsrTj,4786972,4442.95,7
165,vqRN,2268116,1945.25,6
166,XGLOU,3494370,756.31,4
167,WXbFG,732843,770.03,7
168,XDinA,2167991,2725.29,7
169,GBkCAK,1455663,3830.96,7
170,IzVh,4688156,3622.88,2
171,sdbc,4723546,4370.37,5
172,JJmU,993492,2613.04,7
173,WpaNr,1146936,3137.16,5
174,VwLcE,952620,3627.13,5
175,ptKd,1712674,262.19,5
176,AHsqH,1801145,2947.5,6
177,UQic,4226762,3056.91,4
178,rcFSN,1225880,525.84,7
179,nlfJav,2721791,4629.48,3
180,aBFz,4628792,4038.89,5
181,TIanrC,369518,3568.43,2
182,gFNqWW,3396616,2968.07,7
183,pZAoHk,4552552,3927.94,6
184,tUlYZ,1879798,2057.14,5
185,Fjysj,2661218,3361.26,5
186,wzkcZw,2605779,2571.35,5
187,NdhFu,4229271,4263.52,4
188,GfNARC,4532775,1964.84,6
189,TqpHP,1708155,2707.6,4
190,kUuKVh,2382191,1766.6,2
191,oJPcG,317465,1749.27,2
192,otTq,3439194,1775.51,6
193,wdCxg,4984051,2158.96,6
194,KUiaO,2670556,4728.93,6
195,CZjVA,420318,386.02,6
196,sMPJgv,2017678,638.88,3
197,yOet,4280079,203.33,6
198,XqwKls,2496121,3991.7,7
199,hIXJ,1568465,2551.28,3
200,IhGa,4449724,2751.91,5
201,aFtiXg,4352641,4309.6,7
202,UiFice,1178458,4767.97,6
203,HNfUuk,1566639,2777.17,6
204,FDms,4794932,281.26,3
205,AeQxu,1951892,1181.17,4
206,Stuiv,4476024,698.42,6
207,ybCD,2838089,1803.1,3
208,KBpo,4640792,3619.72,7
209,RDOI,2633076,4465.29,2
210,ikVsPC,1779696,554.16,2
211,xiiRI,2813204,1494.22,2
212,chgRI,1982828,1961.94,6
213,UmGQ,1876627,1649.85,4
214,oFTiF,3488556,4878.11,2
215,ibPUx,98426,972.62,7
216,YVplxb,2085850,860.28,5
217,MAvlP,499937,1933.24,5
218,rVonb,4283413,3108.47,5
219,MVqr,2656769,4359.07,7
220,ppYd,4266630,256.24,3
221,UYoG,4490001,808.95,2
222,BZMTnD,4846240,2066.98,2
223,wTIss,3896376,2849.03,4
224,XwxTDc,2145501,1729.51,2
225,EMLv,612001,602.18,3
226,KUBoZd,902803,3487.76,5
227,qQCtO,2276314,4531.64,2
228,gnNGXO,1376946,1544.88,7
229,HJCdJ,3456387,3138.32,6
230,pEYjLK,854266,1226.43,6
231,cCGdg,2581604,2094.64,4
232,UqlO,3453102,2077.26,7
233,qYOMXY,345153,4075.86,7
234,CaYfsf,2289433,3275.41,7
235,QaVD,1661009,552.89,2
236,ZAArM,4749959,3245.68,2
237,OVIlAK,4535171,4083.46,6
238,aMHl,910219,2324.08,5
239,PtLigf,1279126,259.85,4
240,ycQQO,4062578,4176.32,4
241,bKGUp,4348955,354.58,2
242,ImGE,990467,2246.07,7
243,Mhoh,3584587,2556.69,7
244,CxXGR,862208,1614.9,5
245,lWvnDI,753155,4986.13,2
246,LIYjn,4188316,3478.05,4
247,mMMV,3105199,3317.44,7
248,GDIhw,1081816,3753.34,5
249,EePa,2410302,3732.89,7
250,APUqF,2668536,2631.65,2
251,pjMI,1777504,894.0,6
252,wTlqfh,4299889,3957.71,2
253,REDgno,3977981,4728.17,7
254,ZOHWR,2749747,3145.19,5
255,SivitS,2000930,302.71,4
256,OqCGOA,203049,1306.16,5
257,iVOR,4300666,3996.49,2
258,dlpiaK,1581930,4970.75,2
259,jLQtC,4163854,3474.66,6
260,UBQj,861589,1656.99,7
261,AQOnnm,2758598,4711.5,3
262,isQIYX,4020173,2070.95,7
263,CQdPg,1247783,2690.23,4
264,dpZbVb,2691040,4299.01,2
265,ryAhM,4761054,1586.71,6
266,UZQKpR,3032799,4672.81,4
267,hwynyJ,4843859,1844.51,2
268,DIsq,4485690,3316.82,6
269,GyELH,2947073,2458.98,3
270,ooXk,4409549,3347.28,3
271,yTdp,3064536,2122.21,3
272,ZMgFy,839503,1818.39,4
273,BsqaS,3772430,1414.47,7
274,eHlw,19463,2336.78,5
275,HrHt,4448313,4579.77,3
276,ohgou,2019024,1997.77,4
277,HIseLm,1531509,2228.62,6
278,nczaN,1082862,2140.61,4
279,dFcsW,1717224,2337.2,4
280,emdcd,501838,517.86,6
281,YUjKG,2479249,3528.76,6
282,pOIv,3151731,1542.02,6
283,VBAeb,1901589,226.03,5
284,BIsTIQ,4234887,2263.76,2
285,yose,1962498,1380.63,7
286,ctmEJF,3815082,1256.51,4
287,aXsbiU,3222908,4628.12,6
288,DESgM,3256422,4205.17,6
289,gYtc,4328989,4630.13,4
290,hoGwZ,1038372,3355.38,4
291,pIxPVC,4009711,4026.6,7
292,mzvXd,1845861,3178.93,2
293,agseSZ,3047777,2979.54,5
294,xeoEd,2584318,2522.01,2
295,NSsr,4434184,1267.88,3
296,PIoyPA,966050,1749.9,4
297,fYBCu,1781997,4302.15,3
298,szvfbj,2567934,1108.92,5
299,nVXRD,3232606,4880.1,6
300,nQqUiU,2786810,3940.62,5
301,xmtc,3067276,4560.8,5
302,ZCOwv,4306723,703.03,7
303,ulEL,3403675,3090.34,3
304,PbXD,1947665,772.08,5
305,IphJnx,842816,4205.35,6
306,bjbEb,1795236,781.02,3
307,aPQRO,210062,1422.61,3
308,DyClKk,4030988,3666.75,3
309,LIxu,4507494,3055.34,4
310,LQGBt,2027831,2216.78,7
311,dhgfw,4947892,3427.88,4
312,SHHzae,570205,582.71,6
313,ZMst,3271080,3903.45,3
314,pHAvrr,1637562,2493.57,2
315,RiXb,4308420,873.3,6
316,cpAVCd,1220015,3947.84,7
317,VtqVx,2257291,2129.84,7
318,ESKFIK,3259900,2090.84,7
319,xyGQn,500678,4690.65,2
320,hhqJ,1756288,2314.68,4
321,BYfT,2758227,1891.18,3
322,pHhY,4268395,2215.02,7
323,YXANu,2111998,3381.94,3
324,hTzuQX,1108844,4352.05,3
325,RmMPpP,599014,4250.98,2
326,VIaL,4934579,3429.23,7
327,zcSMf,782733,2007.06,5
328,CUqjt,900283,335.5,4
329,ghHRAU,4009136,1139.87,4
330,TxFj,3487581,1169.6,4
331,OdZtT,185601,4819.53,6
332,zwfuBA,2432266,2826.59,3
333,kLVVqL,1159589,4051.61,2
334,iaRexV,4530818,941.14,4
335,NryJS,1545130,3890.21,4
336,PVtUWN,437406,2646.26,4
337,PDDe,4702932,3199.89,2
338,hDprbY,4776755,4822.24,6
339,MDJW,266617,2423.48,4
340,OlSwJi,4595284,4051.51,5
341,WuYWiF,3792831,1048.26,4
342,DcwL,698863,3771.4,5
343,GHeonA,3708357,703.59,7
344,BVcm,83123,2991.42,5
345,dHEQSe,2322445,3789.94,6
346,XxWi,2203757,3025.18,3
347,zoGJpQ,316638,4848.81,6
348,NRSBGr,2430979,181.73,4
349,QCTjvA,3741306,2814.9,5
350,ZIghF,3255357,2877.66,5
351,jylrg,529681,3760.72,7
352,ckwQ,1223923,2263.07,4
353,DjKT,2121634,2579.17,4
354,wvqXyM,1098912,2798.41,5
355,UePDet,3431159,4821.18,2
356,fYZVnL,1536088,4782.29,5
357,otGvM,3246489,4641.56,4
358,nEGkvN,3494580,898.62,6
359,Vwhlw,1027880,2966.52,5
360,lTIb,3343179,234.62,6
361,QpMo,3160415,1451.48,4
362,THVO,168450,4603.79,7
363,FVBQ,767154,1957.82,3
364,MGrDM,1790763,4894.25,5
365,jNQNm,5206,755.96,3
366,Izib,2657653,3008.03,6
367,giQHj,3813768,2494.66,6
368,koWXR,2213621,353.31,4
369,virxE,2422769,500.5,5
370,AGvymE,2603330,2965.12,2
371,nRpMwz,2429253,4644.46,3
372,FItmFN,3959369,4759.86,4
373,ZQaEB,4805968,1933.88,3
374,knYeKy,2488597,4900.72,7
375,BpOu,3050607,1874.77,7
376,MPOsBw,2123783,4046.7,6
377,yOFW,1320228,1733.14,2
378,PObhU,521215,895.92,2
379,kPCA,2570971,1433.99,6
380,CleZy,4560227,3561.36,5
381,kKoS,3830603,1137.53,3
382,OWMl,3357980,3636.03,2
383,bELuZ,2093884,2027.34,2
384,EBcA,846883,3806.83,5
385,wXrS,1550682,629.02,6
386,DAZTiM,3979203,4807.49,4
387,Psymic,2872728,2256.8,5
388,gOpwd,1696414,4656.17,6
389,pjBRYk,1008371,4588.69,5
390,pRRTU,2455752,3432.03,6
391,dFYbP,3128114,1296.69,5
392,LTClWY,2139129,1891.84,3
393,SZXhBm,4230681,4401.6,6
394,OAgyk,1712649,968.72,7
395,djym,705901,1132.15,3
396,qeeR,2531672,1079.04,4
397,RBCzUE,2847782,240.59,5
398,LZLLir,4682035,1231.21,2
399,ITVdbh,4866923,211.82,7
400,fvvxd,1690392,2133.56,7
401,VMlXg,977379,644.86,7
402,SMyBx,3981703,506.52,5
403,STGG,2051424,2838.06,7
404,bQVz,2863024,4665.79,5
405,PZSC,4070411,192.64,4
406,BRPZiM,588223,2825.34,7
407,Auui,2074190,461.7,3
408,fNoU,768675,4906.18,7
409,sjjLP,381966,558.54,6
410,hFVb,2336875,4992.83,7
411,UytTp,1632014,3187.5,3
412,dubYb,329286,2644.32,7
413,BlCZTK,931346,4511.76,7
414,qGauUs,261653,3032.22,3
415,RKak,2914,3654.27,3
416,dbsk,181615,2021.53,4
417,xwsM,1880911,3474.57,5
418,YQaGL,4276990,1563.35,7
419,UkNBH,1976270,2419.43,4
420,fFASY,940752,1362.79,2
421,ZVgJZI,1991532,940.3,6
422,EWzLaP,4292528,2223.17,4
423,auvoz,3631089,4764.69,6
424,TFbENo,4432838,1481.06,7
425,DzOgJ,3065711,4698.84,7
426,QJfEo,2916861,1695.07,7
427,TZDr,265452,2456.78,7
428,hUom,4410507,3940.73,4
429,Nawd,3964850,959.09,7
430,GysFTp,2397434,2253.95,6
431,FCmcSv,2452148,3937.86,2
432,njfQjC,1966169,3474.63,2
433,UYpz,1246191,3737.79,3
434,rlqKy,3155271,3872.76,7
435,BYkL,2960442,3595.61,3
436,lLtPd,3009566,2875.23,4
437,DiBMnr,1348471,4504.75,6
438,rqEt,4834841,3811.97,6
439,XMhvb,52847,177.23,6
440,nuItut,3107168,4566.92,5
441,fyCE,823239,427.45,2
442,lZOD,349454,482.6,7
443,vxRE,1218092,2464.44,7
444,FyxtNJ,3717025,1266.29,2
445,SlroE,4014316,4330.69,7
446,txdnpq,169896,1284.39,2
447,BhFOXh,2159779,1390.57,5
448,NeNUp,849418,2469.78,6
449,qyceXF,4073847,4468.08,2
450,EOSkEC,4268564,1241.57,7
451,KuzMP,323592,2968.37,4
452,TScsa,3285450,3546.85,3
453,kJFM,3089703,2937.52,7
454,OGgv,2955802,954.36,6
455,zkVH,4796063,598.29,3
456,mwdLk,3030157,483.68,7
457,iBxTmu,2205818,240.76,7
458,ggSY,2164458,1721.76,7
459,lFCW,2156094,4935.28,3
460,FIZe,4291785,662.65,7
461,UUJlL,4663168,1841.29,2
462,QEtvs,1993318,1370.26,6
463,kNqe,4426060,4820.64,4
464,yAGje,1679916,4890.26,6
465,MtaPy,2063628,870.54,4
466,lCZrx,4106036,3139.14,5
467,YzbrBT,2325121,618.21,7
468,wrGje,1609095,2343.4,7
469,hTQo,992946,4039.0,6
470,geOKzN,158787,1690.41,7
471,RrJG,2303823,1531.39,7
472,aQWuh,4010835,540.02,7
473,yDpYYv,647157,485.72,6
474,gAIa,4655248,4491.15,2
475,nhpM,4116499,4226.65,4
476,nHek,4740691,3866.34,5
477,THaTf,1623412,2326.83,6
478,vptv,2644340,2720.53,6
479,VkFYh,4486464,4584.03,7
480,aHWpEt,614549,2782.48,3
481,Akvusa,148460,228.1,6
482,NWAiBw,1515336,4609.23,6
483,LiAK,214745,1008.98,3
484,qVpqKV,3217786,1277.68,4
485,CUBNen,2664785,4916.03,6
486,uMoDC,3052326,3714.75,6
487,bFJKx,2438016,921.08,4
488,wXjg,1825664,4523.47,5
489,UTgvT,4258978,1151.45,6
490,iRcIzf,4904241,1651.64,5
491,iZTBH,1779324,2184.88,2
492,TtPvy,1894494,3250.75,7
493,jEDcdK,2235157,3586.31,2
494,HamN,2813491,4524.65,2
495,zumTC,1141576,2082.05,6
496,CGYbF,4756759,4240.82,6
497,DVdDKr,989801,1808.25,6
498,IbnxzB,2366528,4614.31,2
499,ojZhX,3057876,1902.33,7
500,KHZW,608253,233.26,5
501,buTZa,3709883,1364.05,2
502,XNyr,2502316,3235.87,5
503,frHT,4754748,2592.08,6
504,iVRG,3754021,2229.39,2
505,qTWcie,1491094,1012.22,6
506,mvzYlX,4913664,3391.1,5
507,GjMc,3479673,493.66,4
508,PlBn,197754,1791.63,7
509,GuOq,4203397,1692.1,4
510,lucXH,4384737,4321.55,2
511,pHCJoZ,1595724,627.87,3
512,IxMaid,4287464,3737.57,2
513,scJNi,2216042,4388.18,5
514,AciE,1326479,1710.31,7
515,RWtXYZ,1687657,2381.16,5
516,RCgOTg,4029912,4240.94,5
517,WpyVL,1175677,2260.76,5
518,LvfZu,423385,2219.36,7
519,oRFb,3239155,4226.24,5
520,UwdvK,248505,4867.24,7
521,CDddr,4518723,4831.79,5
522,amKMkP,2726231,4047.81,6
523,utmb,4255650,1669.57,4
524,LzKUUK,1022098,832.95,3
525,mFoj,2494679,4377.75,7
526,BNAu,4065612,2032.43,6
527,wHutMs,337554,2961.89,2
528,lJRLQ,4507123,4959.89,6
529,OIyB,3213563,3145.68,3
530,MeVat,1204788,1502.02,7
531,kkWjsa,3702248,3490.82,2
532,xFBjl,3773613,2905.05,4
533,qpnom,995280,1062.76,6
534,OuaVF,4221353,2257.17,7
535,IuIF,1377961,3097.11,6
536,RcYM,435602,3994.04,2
537,aODARq,2168273,2607.06,6
538,oApA,1616696,3769.2,5
539,nNrJB,1025049,4484.27,2
540,Zhti,3015286,2094.22,6
541,ydWUS,3573991,2787.17,4
542,ATxLHc,330716,922.83,3
543,GNMjJ,2793349,1204.25,2
544,RzOx,292020,206.18,6
545,mfZb,1685716,4070.04,3
546,haAiT,1887444,823.6,4
547,zGCP,3665527,4732.64,6
548,cOrnL,2089415,2618.57,5
549,mczo,3154276,3156.53,7
550,tVhLk,1815303,4679.05,5
551,ddOxSb,14379,2958.18,2
552,NgNkD,490135,1753.91,3
553,HVYzW,3217180,1490.08,5
554,yrazYZ,2954314,2401.65,5
555,BkiOr,1556763,4336.97,7
556,WOXoSr,311216,1993.61,5
557,Oavb,3304617,3031.36,2
558,lAQWHg,2845046,2655.5,3
559,SpQS,3088325,2816.28,4
560,yTsKB,3710382,4203.24,7
561,Srgiuk,3440443,4108.75,3
562,gJOsWB,2709797,4773.62,7
563,zXPW,996853,4880.71,2
564,xMREeL,993506,2854.26,2
565,BFxNLp,1426598,296.37,7
566,BsRt,270445,1691.22,2
567,FliVe,2617653,2342.31,3
568,hNVLqH,2405287,3949.99,3
569,OHycn,2385706,4261.47,4
570,OxGp,4381427,2665.96,7
571,fyuxR,4252230,2549.78,4
572,merAv,2113181,4492.48,2
573,hKHtP,3761460,3887.81,4
574,jTdp,4663231,3629.36,7
575,chAmRe,1297136,1850.43,3
576,uWfD,4965308,1121.19,4
577,ttaY,3871194,3314.66,4
578,opkvjd,3656287,3514.98,7
579,mlMOq,3793038,3913.59,3
580,LLri,302770,3694.73,4
581,gfRImU,374170,3632.12,3
582,IvSyY,1326006,1332.32,6
583,wMLz,575723,301.49,5
584,PcbHT,2277308,2452.27,2
585,tntoa,2724742,1574.0,4
586,vJwX,1323901,708.43,6
587,EimCAy,2389853,288.87,3
588,OfBQ,2298686,727.1,3
589,qMDnxy,1906893,945.03,6
590,QgDjEH,3407987,4598.26,4
591,zCiJj,1350298,3782.48,7
592,VHAv,2864796,1498.49,3
593,cfDKB,2558667,1858.82,7
594,htSbMp,480108,4558.57,4
595,CtEPNU,1052914,864.63,7
596,gHpAU,3509930,4042.98,7
597,yIAfXk,2514388,4878.48,2
598,BjeRJb,1729706,324.2,6
599,hnBMU,4903651,4238.81,5
600,rdSKL,4668487,3167.76,6
601,ysLL,389370,2562.09,4
602,SntjNO,966952,823.63,3
603,SsYpLF,2333517,886.44,4
604,omQmL,590008,3689.47,2
605,LzjPo,2284838,3259.86,4
606,ZojJ,1501139,330.26,4
607,ldxT,4537621,1001.33,5
608,KJmT,3768732,4559.42,2
609,vCWB,2584283,1336.74,6
610,lhio,3558565,1357.71,3
611,IUWg,1975552,4455.42,6
612,qykOT,3841986,4748.54,5
613,WnjI,4416257,4024.03,6
614,VBsEJi,2263203,354.24,6
615,YCsq,423926,1834.55,7
616,SDbOAL,3357550,4748.77,2
617,bDyWk,1906659,1501.43,6
618,zttURc,522032,4009.09,6
619,zZjT,317691,4529.88,7
620,ObxVy,999215,1760.07,5
621,EuwIok,3165207,2953.29,2
622,QrTFh,2459358,3189.79,3
623,HWCJ,1914619,2585.7,5
624,UWlJ,4149843,4448.08,3
625,kEZW,609740,973.87,4
626,GKiFCd,3259342,1471.11,6
627,Yyxf,1041510,2108.48,2
628,jwwM,1194559,2818.77,3
629,ttHK,4701234,4070.4,7
630,tcdBwx,1030447,3438.17,3
631,cevZ,756320,3270.51,7
632,IwLm,3656184,4375.39,3
633,OsNrqv,1120215,2886.21,4
634,JtsVg,3240268,2561.16,3
635,SLBlY,2395557,4343.13,6
636,XVNB,2277316,4945.9,7
637,yezL,4191510,4021.6,6
638,eswpJ,3166072,4429.69,4
639,NIAQD,4416935,4329.38,7
640,WkbV,3864433,4407.62,2
641,keIP,4266308,1875.34,7
642,IHSA,1645394,811.08,7
643,qxLYU,4903613,2849.85,5
644,NXZu,3646009,3311.47,3
645,qYGj,1625573,1462.17,2
646,VNiwk,1818891,2427.92,3
647,HLdmCn,3834115,614.13,5
648,aFOEV,2902693,3102.9,4
649,zwiJ,4223390,2333.88,5
650,DAjuS,331874,2592.15,5
651,CNFlzj,2998468,754.04,4
652,QTqEG,440308,1285.14,3
653,LGkbGe,1638928,4001.99,3
654,HSHeRw,4996441,4612.84,7
655,RMCo,2267795,4686.53,3
656,ramlU,4052187,3566.89,2
657,zwIde,4570461,4609.57,3
658,aiKo,3922088,2020.46,7
659,msTC,3372032,2027.48,6
660,FUEqb,2412647,2141.95,3
661,rwxgB,3460424,1417.26,5
662,YKWVN,398927,2413.33,4
663,sPlJv,2592410,344.37,3
664,pRaJK,3516238,1357.25,5
665,baGu,4037694,3315.85,2
666,tJsu,2335014,1016.59,4
667,BxJXtY,2717995,2655.77,3
668,ddAFoJ,2362121,4337.12,2
669,gIXS,1132235,2835.42,3
670,czrwbs,254292,4555.41,4
671,DhGiO,1785850,4765.6,2
672,xUjO,1154098,2199.52,5
673,fMnJ,1126715,3811.24,3
674,Isnz,1868836,2281.06,7
675,beJRak,4495854,1227.4,3
676,MaCA,1296299,3077.67,4
677,IOEu,407,1235.74,2
678,Wapf,3287788,3407.05,5
679,qbljIR,2715147,2931.74,2
680,fahA,1404100,2141.42,6
681,soXVeN,3594484,2929.07,4
682,VqWNDH,3041345,3597.86,7
683,xPUMj,2862471,954.13,4
684,bbPv,4393000,605.04,2
685,qsPBB,3964592,2929.18,4
686,HiqamK,4198842,2255.69,4
687,npBdr,2669075,1177.3,4
688,aoIa,3181607,2401.75,4
689,icWnL,1648834,1347.78,6
690,FonGTA,4628912,3111.21,7
691,THTzg,2612649,951.9,7
692,LRrnRr,1636815,3841.49,2
693,bnBkN,1750678,3115.69,6
694,pVTRzG,4880557,2536.09,7
695,nkyT,4919527,2520.05,5
696,ivwJF,734508,4247.79,2
697,UljM,553253,3821.43,2
698,nAcNz,4875329,2873.23,7
699,ESiZ,3794106,4798.21,4
700,shdVFJ,218875,4977.88,5
701,flBx,3546655,4446.35,6
702,XpUu,3336622,3194.89,6
703,cAAbV,4111383,601.05,6
704,VCkGTH,1512108,2247.55,5
705,GPOVtk,3566218,512.59,6
706,lYwYDQ,4640149,1623.48,5
707,QWAEVF,3960950,1158.07,3
708,ySEri,635892,3427.08,4
709,DvUuL,344327,1686.77,4
710,HzMO,3215632,648.91,4
711,waRCUg,4466830,2329.45,5
712,APNKN,2957677,1890.91,3
713,xsUUI,4176756,2454.2,5
714,oLfOLu,4074690,2120.16,5
715,snFUq,1269170,236.9,3
716,TPNlT,734646,2044.9,2
717,lNlo,930639,1932.61,2
718,njueTd,2682518,838.38,4
719,TJam,4098919,777.47,4
720,qWfUsx,4084093,1265.01,3
721,qRPwe,4629458,761.36,6
722,yoNbBc,1636992,1441.71,4
723,xneGv,1687189,3170.4,2
724,lYvC,1768651,410.74,3
725,kDjej,3244874,2428.09,4
726,vMPUdp,3053806,869.05,5
727,fcphD,99516,2166.52,5
728,ZkJBh,2218737,4125.76,6
729,zpQVc,365620,1691.08,7
730,NXkKl,1150258,2257.3,7
731,krrgkr,2551294,2858.39,3
732,OKKMB,4877973,1958.41,6
733,AYCm,4850999,3428.47,2
734,mosX,4177692,3345.61,2
735,POPuFp,504593,2661.07,5
736,aVpbMD,544068,4932.31,7
737,durbX,580470,322.15,3
738,hjdAZ,4526770,312.65,4
739,cQdmO,2188641,1221.92,6
740,awBUQ,4125513,3880.77,6
741,Vprmt,4200121,912.61,5
742,eWzHN,3336399,4435.62,6
743,rErqM,3665267,2257.15,7
744,Gpvt,1445801,3996.43,5
745,YtHMCK,2966109,846.02,3
746,IyxMXS,3695598,2847.21,5
747,KFBt,4247882,524.22,5
748,CzDJQ,740734,2825.17,7
749,KATdxu,3725758,762.81,7
750,uCEf,3474287,3948.4,7
751,YFpio,4539048,867.92,5
752,sZkfsa,4550290,630.09,3
753,OpHnFl,1477021,3371.09,6
754,gBGdH,4669770,4452.85,6
755,ftjwg,4398017,2847.77,3
756,vqLXdO,1422054,1797.3,4
757,fbfwoj,4068352,2312.26,7
758,nZExY,359541,3345.15,4
